title,conf,year,repo_name,repo_owner,created_at,stars_count,forks_count,subscribers_count,network_count,language,license,organization
Neural Architecture Search with Bayesian Optimisation and Optimal Transport,NIPS,2018,nasbot,kirthevasank,2018-06-09 15:14:57,36,13,8,13,Python,MIT License,
Neural Code Comprehension: A Learnable Representation of Code Semantics,NIPS,2018,ncc,spcl,2018-06-21 08:20:41,35,8,6,8,Python,"BSD 3-Clause ""New"" or ""Revised"" License",spcl
Who Let the Dogs Out? Modeling Dog Behavior From Visual Data,CVPR,2018,dogTorch,ehsanik,2018-05-04 21:06:56,25,5,2,5,Python,MIT License,
GraphBit: Bitwise Interaction Mining via Deep Reinforcement Learning,CVPR,2018,GraphBit,duanyq14,2018-06-16 08:15:01,19,2,1,2,Python,,
Im2Flow: Motion Hallucination From Static Images for Action Recognition,CVPR,2018,Im2Flow,rhgao,2018-05-29 23:00:26,18,7,4,7,Lua,,
Deep High Dynamic Range Imaging with Large Foreground Motions,ECCV,2018,DeepHDR,elliottwu,2018-07-27 11:02:20,27,11,5,11,Python,,
Fully Motion-Aware Network for Video Object Detection,ECCV,2018,MANet_for_Video_Object_Detection,wangshy31,2018-07-22 15:18:35,32,5,6,5,Python,Apache License 2.0,
Diversity Regularized Spatiotemporal Attention for Video-Based Person Re-Identification,CVPR,2018,Diversity-Regularized-Spatiotemporal-Attention,ShuangLI59,2018-05-06 05:06:34,24,6,5,6,Python,,
Multi-scale Residual Network for Image Super-Resolution,ECCV,2018,MSRN-PyTorch,MIVRC,2018-03-18 06:34:28,37,12,7,12,Python,,MIVRC
GeoDesc: Learning Local Descriptors by Integrating Geometry Constraints,ECCV,2018,geodesc,lzx551402,2018-07-10 02:52:59,29,4,2,4,Python,MIT License,
Link Prediction Based on Graph Neural Networks,NIPS,2018,SEAL,muhanzhang,2018-02-11 02:25:12,40,13,3,13,C,Other,
PieAPP: Perceptual Image-Error Assessment Through Pairwise Preference,CVPR,2018,PerceptualImageError,prashnani,2018-06-06 05:29:40,23,4,2,4,Python,,
Dimensionality-Driven Learning with Noisy Labels,ICML,2018,dimensionality-driven-learning,xingjunm,2018-05-29 15:04:23,20,3,4,3,Python,,
FeaStNet: Feature-Steered Graph Convolutions for 3D Shape Analysis,CVPR,2018,FeaStNet,nitika-verma,2018-03-22 10:26:19,18,6,9,6,Python,,
Visual Question Reasoning on General Dependency Tree,CVPR,2018,ACMN-Pytorch,bezorro,2018-04-02 08:14:27,16,6,1,6,Python,MIT License,
Explainable Neural Computation via Stack Neural Module Networks,ECCV,2018,snmn,ronghanghu,2018-09-12 05:33:06,27,0,3,0,Python,"BSD 2-Clause ""Simplified"" License",
Learning Generative ConvNets via Multi-Grid Modeling and Sampling,CVPR,2018,Multigrid_learning,ruiqigao,2018-04-16 06:04:38,17,2,0,2,Python,,
CryptoKnight: Generating and Modelling Compiled Cryptographic Primitives,,2018,CryptoKnight,AbertayMachineLearningGroup,2018-09-02 15:15:32,13,4,3,4,Python,Apache License 2.0,AbertayMachineLearningGroup
3D Steerable CNNs: Learning Rotationally Equivariant Features in Volumetric Data,NIPS,2018,se3cnn,mariogeiger,2018-01-08 17:05:40,30,12,9,12,Python,,
Triplet Loss in Siamese Network for Object Tracking,ECCV,2018,TripletTracking,shenjianbing,2018-08-08 07:25:08,16,3,7,3,,,
Crowd Counting With Deep Negative Correlation Learning,CVPR,2018,Deep-NCL,shizenglin,2018-03-22 02:40:27,20,14,7,14,C++,Other,
Towards Faster Training of Global Covariance Pooling Networks by Iterative Matrix Square Root Normalization,CVPR,2018,fast-MPN-COV,jiangtaoxie,2018-08-12 09:33:30,38,8,4,8,Jupyter Notebook,MIT License,
Disentangling Factors of Variation with Cycle-Consistent Variational Auto-Encoders,ECCV,2018,cycle-consistent-vae,ananyahjha93,2018-07-17 18:40:06,19,4,1,4,Python,MIT License,
Action Sets: Weakly Supervised Action Segmentation Without Ordering Constraints,CVPR,2018,action-sets,alexanderrichard,2018-03-14 12:28:58,14,4,2,4,Python,MIT License,
Weakly-Supervised Action Segmentation With Iterative Soft Boundary Assignment,CVPR,2018,TCFPN-ISBA,Zephyr-D,2018-04-12 23:47:59,16,3,1,3,Python,MIT License,
Functional Gradient Boosting based on Residual Network Perception,ICML,2018,ResFGB,anitan0925,2018-02-18 17:13:32,16,3,3,3,Python,MIT License,
Zero-Shot Visual Recognition Using Semantics-Preserving Adversarial Embedding Networks,CVPR,2018,sp-aen.cvpr18,zjuchenlong,2018-05-31 12:41:38,20,8,1,8,Python,,
Deep One-Class Classification,ICML,2018,Deep-SVDD,lukasruff,2018-07-23 07:17:21,33,9,7,9,Python,MIT License,
Conditional Image-Text Embedding Networks,ECCV,2018,cite,BryanPlummer,2017-11-22 14:54:14,18,10,1,10,Python,MIT License,
EPINET: A Fully-Convolutional Neural Network Using Epipolar Geometry for Depth From Light Field Images,CVPR,2018,epinet,chshin10,2018-03-26 09:20:47,15,9,2,9,Python,MIT License,
Learning Descriptor Networks for 3D Shape Synthesis and Analysis,CVPR,2018,3DDescriptorNet,jianwen-xie,2018-06-08 05:22:28,18,5,2,5,Python,MIT License,
Toward Characteristic-Preserving Image-based Virtual Try-On Network,ECCV,2018,cp-vton,sergeywong,2018-09-02 08:11:30,27,8,4,8,Python,MIT License,
Large Scale Fine-Grained Categorization and Domain-Specific Transfer Learning,CVPR,2018,cvpr18-inaturalist-transfer,richardaecn,2018-06-18 06:19:05,31,3,5,3,Jupyter Notebook,MIT License,
Weakly- and Semi-Supervised Panoptic Segmentation,ECCV,2018,Weakly-Supervised-Panoptic-Segmentation,qizhuli,2018-08-01 17:16:50,37,6,8,6,Matlab,MIT License,
A Spectral Approach to Gradient Estimation for Implicit Distributions,ICML,2018,spectral-stein-grad,thjashin,2018-06-10 15:34:31,17,0,2,0,Python,,
ISTA-Net: Interpretable Optimization-Inspired Deep Network for Image Compressive Sensing,CVPR,2018,ISTA-Net,jianzhangcs,2018-06-23 06:08:25,20,12,0,12,Python,,
Grounding Referring Expressions in Images by Variational Context,CVPR,2018,vc,yuleiniu,2017-12-04 16:55:12,15,1,2,1,Python,,
Bayesian Optimization of Combinatorial Structures,ICML,2018,BOCS,baptistar,2018-06-06 20:26:39,17,6,2,6,Matlab,GNU General Public License v3.0,
Revisiting Deep Intrinsic Image Decompositions,CVPR,2018,IntrinsicImage,fqnchina,2018-03-28 18:00:20,16,6,2,6,Lua,,
Unsupervised Geometry-Aware Representation for 3D Human Pose Estimation,ECCV,2018,UnsupervisedGeometryAwareRepresentationLearning,hrhodin,2018-09-05 11:23:01,34,4,2,4,Python,GNU General Public License v3.0,
Stacked Conditional Generative Adversarial Networks for Jointly Learning Shadow Detection and Shadow Removal,CVPR,2018,ST-CGAN,DeepInsight-PCALab,2018-03-06 07:38:56,20,5,8,5,,,DeepInsight-PCALab
Predicting Gaze in Egocentric Video by Learning Task-dependent Attention Transition,ECCV,2018,egocentric-gaze-prediction,hyf015,2018-07-25 15:13:14,16,5,1,5,Python,,
Convolutional Sequence to Sequence Model for Human Dynamics,CVPR,2018,Convolutional-Sequence-to-Sequence-Model-for-Human-Dynamics,chaneyddtt,2018-03-23 09:33:18,15,7,2,7,Python,MIT License,
Towards Human-Machine Cooperation: Self-Supervised Sample Mining for Object Detection,CVPR,2018,SSM,yanxp,2018-05-29 00:30:13,13,4,3,4,Python,MIT License,
Multi-Scale Weighted Nuclear Norm Image Restoration,CVPR,2018,MSWNNM,noamyairTC,2018-03-22 18:48:36,14,10,0,10,Cuda,,
Hierarchical Relational Networks for Group Activity Recognition and Retrieval,ECCV,2018,hierarchical-relational-network,mostafa-saad,2017-11-02 19:57:55,20,3,4,3,Python,"BSD 2-Clause ""Simplified"" License",
NAG: Network for Adversary Generation,CVPR,2018,nag,val-iisc,2017-08-31 07:02:16,16,6,2,6,Python,,val-iisc
Collaborative and Adversarial Network for Unsupervised Domain Adaptation,CVPR,2018,iCAN,mahfuj9346449,2018-07-19 17:40:24,21,4,1,4,Python,"BSD 2-Clause ""Simplified"" License",
Adversarial Attack on Graph Structured Data,ICML,2018,graph_adversarial_attack,Hanjun-Dai,2018-06-19 18:58:37,17,9,1,9,Python,MIT License,
3DFeat-Net: Weakly Supervised Local 3D Features for Point Cloud Registration,ECCV,2018,3DFeatNet,yewzijian,2018-07-05 08:26:44,24,7,9,7,Python,MIT License,
Fast Video Object Segmentation by Reference-Guided Mask Propagation,CVPR,2018,RGMP,seoungwugoh,2018-06-13 18:01:52,27,11,1,11,Python,,
To Trust Or Not To Trust A Classifier,NIPS,2018,TrustScore,google,2018-09-03 16:23:29,23,4,3,4,Jupyter Notebook,Apache License 2.0,google
Learning 3D Shape Completion From Laser Scan Data With Weak Supervision,CVPR,2018,cvpr2018-shape-completion,davidstutz,2018-04-12 09:18:27,16,4,3,4,TeX,,
Visual Coreference Resolution in Visual Dialog using Neural Module Networks,ECCV,2018,corefnmn,facebookresearch,2018-09-12 21:13:53,21,2,5,2,Python,Other,facebookresearch
Decouple Learning for Parameterized Image Operators,ECCV,2018,DecoupleLearning,fqnchina,2018-07-10 04:18:23,12,2,3,2,C++,,
Learning and Using the Arrow of Time,CVPR,2018,AoT_TCAM,donglaiw,2018-04-18 14:08:06,14,0,1,0,Lua,,
Adversarial Complementary Learning for Weakly Supervised Object Localization,CVPR,2018,ACoL,xiaomengyc,2018-07-05 16:34:08,38,2,4,2,Python,MIT License,
Arbitrary Style Transfer With Deep Feature Reshuffle,CVPR,2018,Style-Feature-Reshuffle,msracver,2018-07-11 04:51:01,17,2,5,2,Cuda,MIT License,msracver
Local Spectral Graph Convolution for Point Set Feature Learning,ECCV,2018,LocalSpecGCN,fate3439,2018-07-10 21:29:32,21,4,3,4,Python,MIT License,
Low-Shot Learning With Large-Scale Diffusion,CVPR,2018,low-shot-with-diffusion,facebookresearch,2018-06-12 15:52:22,18,2,3,2,Python,Other,facebookresearch
CTAP: Complementary Temporal Action Proposal Generation,ECCV,2018,CTAP,jiyanggao,2018-07-07 23:32:43,17,4,3,4,Python,MIT License,
Glimpse Clouds: Human Activity Recognition From Unstructured Feature Points,CVPR,2018,glimpse_clouds,fabienbaradel,2018-06-12 19:18:01,16,3,2,3,Python,,
Gradient-Based Meta-Learning with Learned Layerwise Metric and Subspace,ICML,2018,MT-net,yoonholee,2018-06-06 04:20:27,11,0,3,0,Python,MIT License,
Joint Optimization Framework for Learning With Noisy Labels,CVPR,2018,JointOptimization,DaikiTanaka-UT,2018-04-30 17:56:59,12,4,0,4,Python,,
Learning to Forecast and Refine Residual Motion for Image-to-Video Generation,ECCV,2018,FRGAN,garyzhao,2018-07-23 01:48:13,13,2,7,2,,Apache License 2.0,
Hierarchical Novelty Detection for Visual Object Recognition,CVPR,2018,cvpr2018-hnd,kibok90,2018-06-15 09:49:41,17,3,1,3,Python,MIT License,
Learning Conditioned Graph Structures for Interpretable Visual Question Answering,NIPS,2018,vqa-project,aimbrain,2018-06-20 15:47:54,53,6,7,6,Python,Apache License 2.0,aimbrain
Future Person Localization in First-Person Videos,CVPR,2018,fpl,takumayagi,2018-03-25 11:44:48,12,4,5,4,Python,MIT License,
Neural Sign Language Translation,CVPR,2018,nslt,neccam,2018-03-28 19:28:06,15,6,5,6,Python,Apache License 2.0,
Sliced Wasserstein Distance for Learning Gaussian Mixture Models,CVPR,2018,swgmm,skolouri,2018-06-07 04:03:50,17,2,1,2,Jupyter Notebook,,
Face Aging With Identity-Preserved Conditional Generative Adversarial Networks,CVPR,2018,Face-Aging-with-Identity-Preserved-Conditional-Generative-Adversarial-Networks,dawei6875797,2018-06-15 02:51:30,22,12,3,12,Python,,
Deep Expander Networks: Efficient Deep Networks from Graph Theory,ECCV,2018,Deep-Expander-Networks,DrImpossible,2018-08-12 07:29:46,18,3,4,3,Python,GNU General Public License v3.0,
HashGAN: Deep Learning to Hash With Pair Conditional Wasserstein GAN,CVPR,2018,HashGAN,thuml,2018-08-26 07:35:55,19,10,5,10,Python,MIT License,thuml
Dynamic Multimodal Instance Segmentation Guided by Natural Language Queries,ECCV,2018,DMS,BCV-Uniandes,2017-09-29 01:27:39,23,2,4,2,Python,MIT License,BCV-Uniandes
Min-Entropy Latent Model for Weakly Supervised Object Detection,CVPR,2018,MELM,Winfrand,2017-11-14 14:23:35,13,2,1,2,Lua,,
Joint Pose and Expression Modeling for Facial Expression Recognition,CVPR,2018,Facial-expression-recognition,FFZhang1231,2018-04-16 02:55:19,14,6,2,6,Python,,
Densely Connected Attention Propagation for Reading Comprehension,NIPS,2018,NIPS2018_DECAPROP,vanzytay,2018-09-13 03:32:16,28,2,4,2,Python,,
Adversarial Time-to-Event Modeling,ICML,2018,adversarial_time_to_event,paidamoyo,2018-05-21 21:07:35,12,3,2,3,Python,MIT License,
Fully-Convolutional Point Networks for Large-Scale Point Clouds,ECCV,2018,fully-convolutional-point-network,drethage,2018-09-09 07:57:32,20,3,14,3,,,
Multimodal Explanations: Justifying Decisions and Pointing to the Evidence,CVPR,2018,MultimodalExplanations,Seth-Park,2018-02-23 21:51:43,11,1,2,1,Python,"BSD 2-Clause ""Simplified"" License",
Generalized Earley Parser: Bridging Symbolic Grammars and Sequence Data for Future Prediction,ICML,2018,generalized-earley-parser,SiyuanQi,2018-06-07 15:27:09,12,1,2,1,Python,,
Accelerating Natural Gradient with Higher-Order Invariance,ICML,2018,higher_order_invariance,ermongroup,2018-06-07 23:18:02,11,2,4,2,Matlab,MIT License,ermongroup
Anonymous Walk Embeddings,ICML,2018,AWE,nd7141,2017-07-06 21:30:30,21,5,3,5,Jupyter Notebook,,
Lipschitz-Margin Training: Scalable Certification of Perturbation Invariance for Deep Neural Networks,NIPS,2018,lmt,ytsmiling,2018-02-12 10:46:10,15,3,1,3,Python,MIT License,
Learning Type-Aware Embeddings for Fashion Compatibility,ECCV,2018,fashion-compatibility,mvasil,2018-03-22 02:35:13,17,5,5,5,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
Finding Influential Training Samples for Gradient Boosted Decision Trees,ICML,2018,influence_boosting,bsharchilev,2018-02-15 10:23:23,13,3,2,3,Python,,
Mix and Match Networks: Encoder-Decoder Alignment for Zero-Pair Image Translation,CVPR,2018,Mix-and-match-networks,yaxingwang,2018-03-28 16:29:57,12,4,3,4,Python,,
Meta-Learning by Adjusting Priors Based on Extended PAC-Bayes Theory,ICML,2018,meta-learning-adjusting-priors,ron-amit,2018-04-25 07:29:11,11,0,0,0,Python,,
Learning to Understand Image Blur,CVPR,2018,Understand_Image_Blur,Lotuslisa,2018-03-28 02:11:25,14,2,6,2,,,
Attention in Convolutional LSTM for Gesture Recognition,NIPS,2018,AttentionConvLSTM,GuangmingZhu,2018-09-21 03:05:38,31,10,1,10,Python,MIT License,
Rethinking the Form of Latent States in Image Captioning,ECCV,2018,2dcaption_eccv2018,doubledaibo,2018-07-17 08:52:29,15,0,2,0,Lua,Other,
Adaptive Skip Intervals: Temporal Abstraction for Recurrent Dynamical Models,NIPS,2018,adaptive-skip-intervals,neitzal,2018-08-13 16:32:57,12,2,2,2,Python,,
Deep Diffeomorphic Transformer Networks,CVPR,2018,ddtn,SkafteNicki,2018-03-13 10:52:31,12,4,5,4,Python,Other,
Learning Superpixels With Segmentation-Aware Affinity Loss,CVPR,2018,SEAL,wctu,2018-08-21 06:43:06,18,5,2,5,C++,Other,
Learning Dynamics of Linear Denoising Autoencoders,ICML,2018,lindaedynamics_icml2018,arnupretorius,2018-06-06 12:03:52,9,2,1,2,Jupyter Notebook,MIT License,
AMNet: Memorability Estimation With Attention,CVPR,2018,AMNet,ok1zjf,2018-04-09 15:57:35,12,3,3,3,Python,MIT License,
Hashing as Tie-Aware Learning to Rank,CVPR,2018,TALR,kunhe,2018-06-13 20:51:11,15,2,2,2,Matlab,Other,
Variational Autoencoders for Deforming 3D Mesh Models,CVPR,2018,Mesh-VAE,aldehydecho,2018-06-14 09:26:10,13,1,2,1,Matlab,,
Recovering 3D Planes from a Single Image via Convolutional Neural Networks,ECCV,2018,planerecover,fuy34,2018-09-05 21:03:35,16,4,3,4,Python,Other,
Boosting Domain Adaptation by Discovering Latent Domains,CVPR,2018,latent_domains_DA,mancinimassimiliano,2018-03-28 14:11:04,9,5,3,5,C++,Other,
Fast Information-theoretic Bayesian Optimisation,ICML,2018,FITBO,rubinxin,2018-06-05 09:14:55,8,1,1,1,Matlab,,
Salient Object Detection Driven by Fixation Prediction,CVPR,2018,ASNet,wenguanwang,2018-03-15 19:50:07,9,1,2,1,,,
Cross-View Image Synthesis Using Conditional GANs,CVPR,2018,cross-view-image-synthesis,kregmi,2018-03-27 23:39:42,11,4,3,4,Lua,,
Excitation Backprop for RNNs,CVPR,2018,Caffe-ExcitationBP-RNNs,sbargal,2018-02-24 16:29:24,9,0,1,0,C++,Other,
A Unified Feature Disentangler for Multi-Domain Image Translation and Manipulation,NIPS,2018,UFDN,Alexander-H-Liu,2018-09-06 08:55:35,48,13,2,13,Python,MIT License,
Analyzing Uncertainty in Neural Machine Translation,ICML,2018,analyzing-uncertainty-nmt,facebookresearch,2018-06-06 23:09:20,8,2,4,2,,Other,facebookresearch
Bottom-Up and Top-Down Attention for Image Captioning and Visual Question Answering,CVPR,2018,up-down-captioner,Wentong-DST,2018-04-19 12:52:01,12,2,0,2,Jupyter Notebook,MIT License,
PacGAN: The power of two samples in generative adversarial networks,NIPS,2018,PacGAN,fjxmlzn,2018-01-15 03:11:43,9,1,3,1,Python,MIT License,
Decoupled Parallel Backpropagation with Convergence Guarantee,ICML,2018,DDG,slowbull,2018-05-27 16:34:15,9,1,1,1,Python,,
Generative Probabilistic Novelty Detection with Adversarial Autoencoders,NIPS,2018,GPND,podgorskiy,2018-05-12 20:39:10,15,6,4,6,Python,,
Fine-Grained Visual Categorization using Meta-Learning Optimization with Sample Selection of Auxiliary Data,ECCV,2018,MetaFGNet,YabinZhang1994,2018-07-21 10:19:37,13,2,1,2,Python,MIT License,
Cross-Domain Self-Supervised Multi-Task Feature Learning Using Synthetic Imagery,CVPR,2018,game-feature-learning,jason718,2018-06-03 20:42:10,19,3,2,3,Python,,
Five-Point Fundamental Matrix Estimation for Uncalibrated Cameras,CVPR,2018,five-point-fundamental,danini,2018-06-05 11:06:55,8,4,2,4,Matlab,,
Semantic Video Segmentation by Gated Recurrent Flow Propagation,CVPR,2018,GRFP,D-Nilsson,2018-06-12 05:10:30,8,2,1,2,Python,MIT License,
A Two-Step Disentanglement Method,CVPR,2018,A-Two-Step-Disentanglement-Method,naamahadad,2018-01-22 20:22:40,7,1,0,1,Python,,
Conditional Prior Networks for Optical Flow,ECCV,2018,Conditional-Prior-Networks,YanchaoYang,2018-07-23 00:09:00,7,0,2,0,Python,,
oi-VAE: Output Interpretable VAEs for Nonlinear Group Factor Analysis,ICML,2018,oi-vae,samuela,2018-01-11 21:57:57,8,1,4,1,Python,,
A Memory Network Approach for Story-Based Temporal Summarization of 360° Videos,CVPR,2018,PFMN,sangho-vision,2018-02-28 12:53:56,6,1,1,1,,MIT License,
Clipped Action Policy Gradient,ICML,2018,capg,pfnet-research,2018-06-07 04:40:57,12,0,13,0,Python,MIT License,pfnet-research
Generative Adversarial Learning Towards Fast Weakly Supervised Detection,CVPR,2018,GAL-fWSD,shenyunhang,2018-06-25 08:16:55,7,0,4,0,,,
Generalizing to Unseen Domains via Adversarial Data Augmentation,NIPS,2018,generalize-unseen-domains,ricvolpi,2018-09-10 20:59:18,31,4,1,4,Python,MIT License,
On GANs and GMMs,NIPS,2018,gans-n-gmms,eitanrich,2018-05-31 10:59:39,9,2,1,2,Python,,
SpiderCNN: Deep Learning on Point Sets with Parameterized Convolutional Filters,ECCV,2018,SpiderCNN,xyf513,2018-09-10 11:41:25,15,0,0,0,Python,MIT License,
Deep Learning Under Privileged Information Using Heteroscedastic Dropout,CVPR,2018,dlupi-heteroscedastic-dropout,johnwlambert,2018-03-28 07:04:38,10,5,1,5,Python,MIT License,
Stochastic Downsampling for Cost-Adjustable Inference and Improved Regularization in Convolutional Networks,CVPR,2018,SDPoint,xternalz,2018-06-11 04:58:26,7,1,1,1,Python,MIT License,
Banach Wasserstein GAN,NIPS,2018,bwgan,adler-j,2018-05-23 14:36:48,6,0,3,0,Python,,
AttnGAN: Fine-Grained Text to Image Generation With Attentional Generative Adversarial Networks,CVPR,2018,attn-gan,Wentong-DST,2018-05-03 10:42:02,7,3,0,3,Python,MIT License,
ShapeStacks: Learning Vision-Based Physical Intuition for Generalised Object Stacking,ECCV,2018,shapestacks,ogroth,2018-04-19 15:08:45,11,1,1,1,Python,GNU General Public License v3.0,
Adversarial Learning with Local Coordinate Coding,ICML,2018,LCCGAN,guoyongcs,2018-08-09 02:20:54,7,3,1,3,Python,,
Geometry-Aware Scene Text Detection With Instance Transformation Network,CVPR,2018,itn,zlmzju,2018-07-05 08:22:23,18,7,5,7,Jupyter Notebook,,
Progressive Attention Guided Recurrent Network for Salient Object Detection,CVPR,2018,PAGR,zhangxiaoning666,2018-04-02 03:11:19,6,2,1,2,,,
AutoLoc: Weakly-supervised Temporal Action Localization in Untrimmed Videos,ECCV,2018,AutoLoc,zhengshou,2018-09-02 17:18:56,9,0,7,0,Python,MIT License,
Learning Facial Action Units From Web Images With Scalable Weakly Supervised Clustering,CVPR,2018,WSC,zkl20061823,2018-07-23 09:42:05,7,4,1,4,Matlab,,
Specular-to-Diffuse Translation for Multi-View Reconstruction,ECCV,2018,S2Dnet,wsh312,2018-07-29 14:11:19,8,2,2,2,Python,,
Dynamic Conditional Networks for Few-Shot Learning,ECCV,2018,Dynamic-Conditional-Networks-for-Few-Shot-Learning.pytorch,ZhaoJ9014,2018-07-30 00:32:16,8,0,1,0,Python,,
The Description Length of Deep Learning models,NIPS,2018,descriptionlengthdeeplearning,leonardblier,2018-08-01 15:52:03,5,0,1,0,Python,,
The Mirage of Action-Dependent Baselines in Reinforcement Learning,ICML,2018,mirage-rl,brain-research,2018-08-02 20:13:35,6,1,4,1,Python,MIT License,brain-research
Multimodal Generative Models for Scalable Weakly-Supervised Learning,NIPS,2018,multimodal-vae-public,mhw32,2018-03-05 17:33:06,0,0,1,0,Python,MIT License,
Blind Justice: Fairness with Encrypted Sensitive Attributes,ICML,2018,blind-justice,nikikilbertus,2018-05-27 13:26:58,5,0,4,0,,MIT License,
Inner Space Preserving Generative Pose Machine,ECCV,2018,isp-gpm,ostadabbas,2018-07-25 00:33:44,6,0,0,0,Lua,,
Don’t Just Assume  Look and Answer: Overcoming Priors for Visual Question Answering,CVPR,2018,GVQA,AishwaryaAgrawal,2018-06-19 23:22:30,6,1,1,1,Lua,"BSD 3-Clause ""New"" or ""Revised"" License",
Bilevel Programming for Hyperparameter Optimization and Meta-Learning,ICML,2018,hyper-representation,prolearner,2018-05-21 12:55:21,6,2,3,2,Python,,
Transfer Learning via Learning to Transfer,ICML,2018,webcam-transfer-learning-v1,QuebecAI,2018-05-10 02:20:14,5,1,0,1,JavaScript,,
Ultra Large-Scale Feature Selection using Count-Sketches,ICML,2018,MISSION,rdspring1,2018-06-03 19:06:12,6,2,3,2,C++,Apache License 2.0,
Learning to Separate Object Sounds by Watching Unlabeled Video,ECCV,2018,Deep-MIML-Network,rhgao,2018-09-04 19:23:28,21,6,3,6,Python,,
HiDDeN: Hiding Data with Deep Networks,ECCV,2018,HiDDeN,jirenz,2018-08-20 04:38:10,16,5,3,5,Lua,MIT License,
Orthogonally Decoupled Variational Gaussian Processes,NIPS,2018,orth_decoupled_var_gps,hughsalimbeni,2018-09-05 22:07:10,5,1,2,1,Python,Apache License 2.0,
Constraint-Aware Deep Neural Network Compression,ECCV,2018,ConstraintAwareCompression,ChanganVR,2018-07-07 11:34:38,8,2,2,2,C++,Other,
Assessing Generative Models via Precision and Recall,NIPS,2018,precision-recall-distributions,msmsajjadi,2018-09-04 13:17:03,12,2,1,2,Python,Apache License 2.0,
Learning K-way D-dimensional Discrete Codes for Compact Embedding Representations,ICML,2018,kdcode-lm,chentingpc,2018-06-30 07:50:25,8,2,1,2,Python,,
Weakly-supervised Video Summarization using Variational Encoder-Decoder and Web Prior,ECCV,2018,vesd,cssjcai,2018-07-25 01:59:30,5,0,5,0,,,
"Pixels, Voxels, and Views: A Study of Shape Representations for Single View 3D Object Shape Prediction",CVPR,2018,object-shapes-cvpr18,daeyun,2017-06-20 22:22:33,9,1,1,1,Python,,
Unsupervised holistic image generation from key local patches,ECCV,2018,KeyPatchGan,hellbell,2017-12-26 09:27:24,6,5,4,5,Python,,
Learning Steady-States of Iterative Algorithms over Graphs,ICML,2018,steady_state_embedding,Hanjun-Dai,2018-07-08 08:30:33,6,1,2,1,C++,MIT License,
Modeling Sparse Deviations for Compressed Sensing using Generative Models,ICML,2018,sparse_gen,ermongroup,2018-07-03 00:59:30,9,5,4,5,Python,MIT License,ermongroup
Inter and Intra Topic Structure Learning with Word Embeddings,ICML,2018,WEDTM,ethanhezhao,2018-05-29 00:38:00,5,1,2,1,Matlab,MIT License,
Gradually Updated Neural Networks for Large-Scale Image Recognition,ICML,2018,GUNN,joe-siyuan-qiao,2018-06-23 21:50:28,7,1,0,1,Lua,Other,
Neural Architecture Optimization,NIPS,2018,NAO,renqianluo,2018-10-26 05:38:51,75,13,6,13,Python,GNU General Public License v3.0,
"High-Quality Prediction Intervals for Deep Learning: A Distribution-Free, Ensembled Approach",ICML,2018,Deep_Learning_Prediction_Intervals,TeaPearce,2018-02-20 16:05:25,8,2,1,2,Jupyter Notebook,,
Human Pose Estimation With Parsing Induced Learner,CVPR,2018,pytorch-pil,NieXC,2018-08-19 04:12:20,10,3,2,3,Python,,
Logo Synthesis and Manipulation With Clustered Generative Adversarial Networks,CVPR,2018,logo-gen,alex-sage,2018-06-07 17:56:56,9,2,1,2,Python,MIT License,
Zoom and Learn: Generalizing Deep Stereo Matching to Novel Domains,CVPR,2018,zole,Artifineuro,2018-07-30 03:31:36,6,1,1,1,Matlab,Apache License 2.0,
Light Structure from Pin Motion: Simple and Accurate Point Light Calibration for Physics-based Modeling,ECCV,2018,light-structure-from-pin-motion,hiroaki-santo,2018-07-04 06:00:01,7,0,2,0,Python,,
Robust Physical-World Attacks on Deep Learning Visual Classification,CVPR,2018,robust_physical_perturbations,evtimovi,2018-04-07 20:52:20,10,5,4,5,Python,MIT License,
End-to-End Incremental Learning,ECCV,2018,EndToEndIncrementalLearning,fmcp,2018-07-25 12:16:56,8,3,2,3,MATLAB,,
Statistically-motivated Second-order Pooling,ECCV,2018,smsop,kcyu2014,2018-07-12 20:48:30,7,1,4,1,Python,MIT License,
Classification from Pairwise Similarity and Unlabeled Data,ICML,2018,SU_Classification,levelfour,2018-06-03 04:50:50,8,2,1,2,Python,MIT License,
DVQA: Understanding Data Visualizations via Question Answering,CVPR,2018,DVQA_dataset,kushalkafle,2018-06-08 19:43:35,6,0,1,0,,Other,
Towards Realistic Predictors,ECCV,2018,towards-realistic-predictors,peiwang062,2018-08-31 20:08:52,6,2,4,2,Python,,
Connecting Pixels to Privacy and Utility: Automatic Redaction of Private Information in Images,CVPR,2018,visual_redactions,tribhuvanesh,2017-06-28 11:43:16,4,1,1,1,Python,Apache License 2.0,
Breaking the Activation Function Bottleneck through Adaptive Parameterization,NIPS,2018,alstm,flennerhag,2018-05-23 14:40:38,5,0,1,0,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
Quadrature-based features for kernel approximation,NIPS,2018,quffka,quffka,2018-04-17 23:02:28,4,1,1,1,Jupyter Notebook,MIT License,
BourGAN: Generative Networks with Metric Embeddings,NIPS,2018,BourGAN,a554b554,2018-08-23 16:16:33,8,2,1,2,Jupyter Notebook,,
